# MACSJ0416 photometric redshifts
# M0416cl_A.cat IDs cross matched wth M0416cl_ZPHOT.cat
# ID RA[deg] DEC[deg] ZBEST ZBEST_SIG ZPHOTFLAG
23065 64.041542 -24.055347 5.219999 1.1365 0
23066 64.032127 -24.055326 4.409 1.866 0
23072 64.025284 -24.055096 6.419501 0.03495 0
23074 64.033005 -24.054928 0.968 0.11 0
23076 64.032066 -24.054926 0.05 0.65555 0
23082 64.039001 -24.054531 4.325501 0.09 0
23089 64.026184 -24.054285 5.8126 0.23 0
23092 64.032486 -24.05419 2.28475 0.925 0
23093 64.027634 -24.054173 3.548999 0.0215 0
23094 64.035461 -24.054096 3.147349 0.06 0
23097 64.031647 -24.053965 3.867899 0.1885 0
23099 64.026146 -24.053949 6.954351 0.04405 0
23100 64.025932 -24.053928 6.728049 0.126 0
23109 64.034821 -24.053476 2.775 0.81185 0
23111 64.029251 -24.053457 3.65995 0.1575 0
23118 64.028137 -24.053265 3.1085 0.27 0
23131 64.026268 -24.05302 7.25 0.1225 0
23134 64.029884 -24.052811 1.7845 0.04055 0
23136 64.02845 -24.050514 5.410001 4.7032 0
23139 64.028557 -24.050518 1.52 2.19 0
23140 64.032555 -24.052473 5.850101 0.1255 0
23143 64.030426 -24.052036 1.2841 0.3635 0
23146 64.026955 -24.051214 2.074999 0.0793 0
23147 64.02829 -24.050678 5.065 0.18205 0
23148 64.027161 -24.051022 1.3514 1.0814 0
23150 64.029541 -24.05147 3.28035 0.114 0
23151 64.026947 -24.051414 7.07 0.12555 0
23152 64.028061 -24.050476 4.775 1.59665 0
23153 64.026741 -24.051018 0.27 0.0 0
23154 64.028114 -24.05068 1.3514 1.0814 0
23155 64.020737 -24.071747 5.215 0.0859 0
23158 64.020554 -24.069393 1.505 0.737 0
23159 64.019447 -24.069029 7.40195 0.075 0
23160 64.060074 -24.063843 4.619 0.111 0
23161 64.045158 -24.05859 1.83 0.12655 0
23162 64.033821 -24.058508 4.695101 0.399 0
23164 64.036613 -24.053629 4.401 0.13 0
